"","Case","l_sub","a_poly","b_poly","c_poly","c_star","t_star","r_sea","m_str","m_con","a_ppl","d_i","r_str","r_con","r_ppl","r","slr","rate_op1","rate_op2","rate_op3","rate_op4"
"3906",3906,0,0,2.37,0.034,10.24,95,0.87,-0.03,0.05,0.26,0.08,9e-04,-7e-04,0.002,0.039,0.35,39,36,89,44
"3907",3907,0,0,3.09,0.013,17.56,47,0.88,0.07,0.06,-0.21,-0.01,9e-04,-9e-04,0.003,0.04,0.86,40,32,36,90
"3908",3908,0,0,2.51,0.05,1.75,51,0.88,0.05,0.05,-0.37,-0.07,-4e-04,-1e-04,0.004,0.078,0.4,50,39,85,85
"3909",3909,0,0,1.09,0.01,15.31,77,0.96,0.07,-0.01,-0.13,0.03,-1e-04,-9e-04,-0.003,0.069,0.68,32,34,51,56
"3910",3910,0,0,1.03,0.002,0.26,59,0.94,0.06,0.01,-0.38,-0.08,-4e-04,7e-04,-0.003,0.035,1.17,48,47,46,46
"3911",3911,0,0,3.19,-0.004,19.4,95,0.93,0.02,0.06,0.02,0.02,0,0.001,-0.003,0.043,0.03,37,37,88,71
"3912",3912,0,0,1.09,0.056,5.75,83,0.83,-0.09,-0.06,-0.03,-0.09,-7e-04,-7e-04,-0.005,0.065,0.79,33,41,66,69
"3913",3913,0,0,1.83,0.069,17.12,48,0.82,-0.01,0.09,-0.22,-0.1,-1e-04,5e-04,0.003,0.06,1.05,37,30,53,90
"3914",3914,0,0,1.92,0.067,3.59,73,0.86,-0.02,0.06,0.37,-0.1,-7e-04,3e-04,-0.002,0.033,1.88,25,27,43,63
"3915",3915,0,0,3.23,0.003,0.65,99,0.9,0.08,-0.04,-0.43,-0.03,6e-04,-1e-04,0,0.036,1.25,45,47,95,57
"3916",3916,0,0,1.74,0.016,17.59,35,0.97,0.03,0.03,-0.17,-0.02,-4e-04,8e-04,-0.003,0.097,1.7,32,49,40,65
"3917",3917,0,0,2.23,0.039,7.35,73,0.98,0.08,-0.02,0.15,-0.05,2e-04,0,0.001,0.097,0.33,38,46,38,68
"3918",3918,0,0,1.86,-0.001,1.89,79,0.86,0.01,0.05,-0.3,0.07,9e-04,-5e-04,-0.002,0.098,1.32,39,37,91,85
"3919",3919,0,0,3.26,0.036,13.27,54,0.82,0.01,-0.01,-0.48,0.08,-3e-04,-4e-04,-0.002,0.043,1.58,32,44,83,37
"3920",3920,0,0,1.29,0.04,1.46,86,0.92,-0.05,0.01,-0.44,-0.08,-1e-04,9e-04,-0.004,0.074,1.9,25,38,68,46
"3921",3921,0,0,2.35,0.047,7.05,88,0.92,0.08,-0.1,0.37,-0.06,-1e-04,-5e-04,-0.001,0.073,1.29,32,28,90,56
"3922",3922,0,0,2.66,0.037,10.54,89,0.86,-0.08,-0.02,0.08,-0.03,-7e-04,9e-04,0,0.098,0.01,40,29,47,63
"3923",3923,0,0,2.97,0.02,1.54,57,0.83,0.09,0.02,0.32,0.01,-7e-04,3e-04,0.004,0.095,1.73,26,46,84,70
"3924",3924,0,0,0.95,0.031,14.69,90,0.81,0.07,-0.1,0.07,-0.03,5e-04,3e-04,-0.002,0.093,1.15,35,26,48,33
"3925",3925,0,0,2.44,0.039,15.5,58,0.85,-0.02,0.06,-0.28,-0.01,-1e-04,8e-04,0.003,0.094,1.39,48,48,50,48
"3926",3926,0,0,0.99,0.065,1.75,52,0.83,-0.04,-0.08,0.41,0.08,-9e-04,-6e-04,-0.004,0.062,1.07,26,35,40,67
"3927",3927,0,0,2.57,0.021,18.07,42,0.95,0,-0.03,0.11,-0.09,9e-04,-7e-04,0.003,0.086,1.43,44,36,71,57
"3928",3928,0,0,3.19,0.061,10.41,57,0.88,-0.03,-0.05,-0.23,0.03,7e-04,-5e-04,-0.005,0.064,1.39,42,41,39,84
"3929",3929,0,0,1.58,-0.003,12.44,51,1,0.01,0.08,-0.35,-0.03,-1e-04,-9e-04,0.004,0.098,1.4,37,29,26,73
"3930",3930,0,0,2.66,0.007,12.41,63,0.84,-0.1,0.01,0.18,0.09,9e-04,-2e-04,0.001,0.062,0.01,43,48,82,40
"3931",3931,0,0,1.81,0.057,8.56,33,0.85,-0.06,0.04,0.27,0.03,0,0,-0.002,0.087,0.17,31,48,91,60
"3932",3932,0,0,2.87,0.014,6.74,61,0.85,-0.03,-0.02,-0.18,0.06,7e-04,3e-04,0,0.068,0.16,41,41,35,82
"3933",3933,0,0,3.76,0.004,18.76,60,0.81,-0.05,-0.08,-0.17,0.02,2e-04,-8e-04,0,0.038,1.7,49,45,45,50
"3934",3934,0,0,2.31,0.024,7.82,68,0.93,-0.03,-0.1,0.03,-0.09,-7e-04,-8e-04,0.002,0.063,1.47,50,36,85,26
"3935",3935,0,0,3.04,0.044,5.92,45,0.98,0.1,0.06,-0.07,-0.03,5e-04,-4e-04,0,0.067,1.51,49,29,72,47
"3936",3936,0,0,1.8,0.054,15.44,60,0.88,-0.03,0,-0.28,0.03,-2e-04,9e-04,-0.005,0.075,0.9,41,43,29,51
"3937",3937,0,0,1.6,0.048,13.91,80,1,-0.01,-0.03,-0.05,0.08,3e-04,3e-04,0.002,0.048,1.81,31,39,79,68
"3938",3938,0,0,1.34,0.055,2.63,96,0.91,-0.02,0,-0.12,0.07,-8e-04,-5e-04,0.001,0.039,1.89,35,46,29,77
"3939",3939,0,0,1.69,0.017,3.42,99,0.94,-0.04,0,-0.39,0,0.001,3e-04,0.003,0.084,0.85,45,28,51,49
"3940",3940,0,0,1.52,0.038,7.16,54,0.97,0.08,-0.04,0.39,-0.09,0,-9e-04,0.004,0.063,0.99,48,35,54,34
"3941",3941,0,0,1.34,0.063,7.69,46,0.82,0.06,-0.06,0.28,0.07,-6e-04,6e-04,-0.002,0.098,0.27,44,40,58,50
"3942",3942,0,0,3.43,0.005,4.86,89,0.9,0.08,-0.02,-0.02,0.05,3e-04,-6e-04,0.002,0.065,1.72,39,30,85,54
"3943",3943,0,0,2.42,0.066,18.56,91,0.99,-0.04,-0.1,-0.05,0.01,-5e-04,8e-04,0.002,0.098,1.58,35,38,75,51
"3944",3944,0,0,1.12,0.048,19.8,66,0.95,0.04,-0.01,0.1,0.1,-9e-04,1e-04,-0.004,0.066,0.82,34,27,66,39
"3945",3945,0,0,3.24,0.026,14.48,95,0.93,0.01,-0.01,-0.1,0.03,5e-04,8e-04,0,0.037,1.07,30,30,84,66
"3946",3946,0,0,2.54,0.062,10.11,65,0.94,0.06,-0.08,0.01,-0.04,-2e-04,-3e-04,0.002,0.039,1.25,47,31,33,50
"3947",3947,0,0,3.65,0.021,5.21,80,0.85,-0.05,0.09,0.26,-0.01,-1e-04,-1e-04,0.004,0.037,1.53,41,28,62,75
"3948",3948,0,0,1.64,0.017,15.47,66,0.89,0,-0.05,-0.18,-0.06,5e-04,-9e-04,-0.003,0.031,0.92,32,30,54,62
"3949",3949,0,0,1.55,0.046,19.59,54,0.94,0.02,-0.01,0.17,-0.07,-3e-04,-6e-04,0,0.057,0.69,38,33,93,51
"3950",3950,0,0,1.53,0.068,13.63,45,0.88,-0.02,-0.03,-0.13,-0.08,-6e-04,3e-04,0.004,0.057,0.76,45,37,76,52
"3951",3951,0,0,1.86,0.01,8.95,74,0.97,0.1,-0.04,0,0.03,-9e-04,2e-04,0.002,0.064,1.22,29,30,31,91
"3952",3952,0,0,0.99,0.051,17.06,35,0.96,0.03,-0.08,-0.49,0.03,-5e-04,-7e-04,-0.004,0.088,0.89,31,32,85,40
"3953",3953,0,0,1.64,0.051,15.56,94,0.8,-0.08,0.05,0.48,0.03,0,3e-04,-0.001,0.087,0.67,49,31,52,63
"3954",3954,0,0,1.66,0.044,13.34,61,0.82,0.01,0,0.2,0.01,-8e-04,1e-04,0,0.074,0.05,36,32,30,51
"3955",3955,0,0,3.67,0.046,19.12,84,1,0.09,0.03,0.09,0.03,-9e-04,-4e-04,0.003,0.07,0.48,29,40,44,87
"3956",3956,0,0,1.02,0.022,1.18,62,0.93,0.06,0.09,0.17,-0.05,-3e-04,0,0.003,0.039,0.6,25,46,32,78
"3957",3957,0,0,3.72,0.005,6.43,74,0.91,-0.03,0.07,0.45,0,4e-04,0,0.004,0.076,0.58,48,46,40,33
"3958",3958,0,0,3.15,0.032,1.13,79,0.84,-0.01,0.02,-0.37,0.1,2e-04,6e-04,-0.001,0.081,1.64,36,29,44,36
"3959",3959,0,0,2.96,0.017,1.37,79,0.84,0.08,0,0.39,0.07,1e-04,6e-04,-0.001,0.094,0.07,48,31,74,43
"3960",3960,0,0,1.47,0.064,14.99,60,0.86,-0.08,-0.02,-0.37,-0.06,2e-04,9e-04,0.001,0.044,0.96,30,43,79,59
"3961",3961,0,0,3.55,0.021,18.67,33,0.85,-0.05,0.05,-0.47,-0.04,-1e-04,8e-04,0.001,0.068,1.94,41,41,90,63
"3962",3962,0,0,3.33,0.019,12.76,84,0.97,0.05,0.04,-0.25,0.04,-6e-04,-6e-04,-0.001,0.065,1.84,28,35,30,44
"3963",3963,0,0,1,0.002,17.4,68,0.95,0.04,-0.09,-0.11,0.01,6e-04,0,0,0.061,1.74,35,33,83,85
"3964",3964,0,0,1.25,0.035,11.28,69,0.84,-0.09,0.05,-0.29,0,-9e-04,-8e-04,0,0.033,1.61,45,47,58,33
"3965",3965,0,0,1.3,0.07,6.09,60,0.99,-0.09,0,0.01,0,4e-04,-2e-04,0.004,0.038,1.14,44,35,87,67
"3966",3966,0,0,1.56,0.039,7.54,91,0.85,0.03,-0.01,0.44,-0.03,-2e-04,1e-04,0,0.034,0.8,31,25,72,72
"3967",3967,0,0,2.76,0.025,12.01,98,0.95,-0.06,-0.01,-0.06,0.04,-0.001,-5e-04,-0.002,0.041,0.46,42,32,75,85
"3968",3968,0,0,1.48,0.038,18.89,39,0.87,-0.02,0.08,0.2,0.03,-5e-04,0.001,-0.004,0.032,1.42,32,40,49,44
"3969",3969,0,0,3.4,0.032,12.45,59,0.83,-0.03,-0.05,-0.19,0.09,-9e-04,-4e-04,0.002,0.045,0.92,33,38,35,45
"3970",3970,0,0,2.92,0.032,1.26,73,0.96,-0.04,-0.09,-0.28,-0.09,-5e-04,6e-04,-0.005,0.046,0.65,43,44,55,89
"3971",3971,0,0,2.81,0.044,1.2,62,0.96,-0.01,0.02,0.24,0.09,1e-04,6e-04,0.001,0.074,1.96,27,29,26,43
"3972",3972,0,0,0.97,0.057,2.18,71,0.83,0.02,0.08,-0.28,-0.06,0.001,7e-04,0.002,0.053,1.51,42,29,43,27
"3973",3973,0,0,3.1,-0.005,1.16,91,0.81,-0.06,0.08,-0.31,-0.09,-1e-04,7e-04,-0.005,0.073,0.33,31,27,91,77
"3974",3974,0,0,3.54,0.047,3.17,65,0.83,-0.04,0.08,0.34,-0.06,-1e-04,-1e-04,0,0.031,1.92,35,31,72,83
"3975",3975,0,0,1.36,0.027,2.49,89,0.98,0.07,-0.06,-0.46,0.08,-6e-04,0.001,0.003,0.072,1.72,47,41,66,39
"3976",3976,0,0,3.58,0.023,7.43,64,0.97,-0.02,-0.08,0.19,0.02,0,-7e-04,0.004,0.043,0.55,34,29,28,28
"3977",3977,0,0,3.25,0.029,0.41,63,0.81,0.03,0,-0.47,-0.07,4e-04,-0.001,-0.002,0.076,0.52,37,36,68,35
"3978",3978,0,0,3.32,0.061,16.48,98,0.84,-0.09,0.05,-0.38,0.03,-2e-04,-7e-04,0.003,0.072,0.64,48,40,81,57
"3979",3979,0,0,1.43,0.023,19.13,34,0.85,-0.08,0.03,0.42,0.04,1e-04,9e-04,0.002,0.095,1.63,46,26,31,36
"3980",3980,0,0,2.62,0.062,5.97,68,0.93,-0.03,0.09,0.11,-0.09,9e-04,8e-04,-0.004,0.083,0.7,48,35,29,34
"3981",3981,0,0,2.35,0.028,4.99,98,0.92,0.02,-0.08,-0.47,-0.09,-6e-04,4e-04,0.002,0.032,1.08,43,43,48,33
"3982",3982,0,0,2.49,0.004,19.87,56,0.81,-0.09,0.01,0.28,0.05,5e-04,3e-04,-0.003,0.03,1.67,34,26,33,78
"3983",3983,0,0,1.2,0.01,11.7,90,0.86,-0.09,0.07,0.08,0.01,-5e-04,-5e-04,0,0.079,1.4,36,46,78,81
"3984",3984,0,0,3.08,0.041,3.61,76,0.87,-0.07,-0.03,0.26,-0.1,2e-04,4e-04,0.005,0.089,0.26,40,30,30,71
"3985",3985,0,0,3.11,0.044,14.25,80,0.9,-0.07,-0.04,-0.3,-0.07,5e-04,-0.001,0.001,0.071,1.19,33,27,28,67
"3986",3986,0,0,1.7,0.063,2.03,89,0.88,-0.02,0.05,-0.43,0.03,-4e-04,8e-04,0,0.061,0.35,42,48,48,33
"3987",3987,0,0,3.56,0.044,2.91,76,0.92,0.08,-0.09,-0.13,0.08,1e-04,-7e-04,-0.003,0.062,1.66,44,46,50,26
"3988",3988,0,0,0.93,0.024,3.84,68,0.82,0.04,0.07,-0.2,0.08,-5e-04,-6e-04,0.005,0.035,0.03,37,41,47,44
"3989",3989,0,0,1.3,0.063,13.67,91,0.86,0.05,0.08,0.31,0.05,6e-04,3e-04,-0.001,0.053,0.12,29,47,41,45
"3990",3990,0,0,1.55,0.043,0.65,69,0.9,0.07,0.01,-0.38,0.03,4e-04,4e-04,-0.002,0.046,1.19,27,27,50,91
"3991",3991,0,0,2.25,0.043,4.24,38,0.96,-0.08,0.09,0.07,-0.01,-3e-04,1e-04,-0.003,0.091,1.55,40,43,50,92
"3992",3992,0,0,3.29,0.067,13.64,75,0.97,0.07,0.01,0.5,-0.06,-2e-04,-5e-04,-0.001,0.036,1.97,43,45,67,82
"3993",3993,0,0,2.81,0.06,19.82,71,0.89,-0.06,0.04,-0.43,0.03,-3e-04,6e-04,-0.003,0.046,0.57,37,31,77,68
"3994",3994,0,0,1.16,0.067,9.67,46,0.9,0.07,0.06,-0.34,-0.02,-6e-04,-8e-04,0.004,0.061,0.24,44,41,82,57
"3995",3995,0,0,3.77,0.065,5.59,100,0.91,0.05,0.01,-0.26,-0.09,-7e-04,3e-04,-0.001,0.095,1.37,49,34,60,92
"3996",3996,0,0,3.25,0.046,13.23,64,0.89,-0.01,0.07,0.05,-0.05,3e-04,5e-04,0.004,0.085,1.06,41,36,58,30
"3997",3997,0,0,1.3,0.03,4.92,69,0.95,-0.07,0.04,0.3,-0.08,2e-04,-2e-04,-0.003,0.04,1.08,27,38,87,63
"3998",3998,0,0,2.84,0.033,4.13,59,0.96,0.02,0.05,-0.24,0.03,-4e-04,-7e-04,0.004,0.083,0.21,33,36,93,57
"3999",3999,0,0,3.78,0.039,4.5,72,0.97,0.06,-0.04,0.49,0.02,-1e-04,1e-04,0.002,0.078,0.52,36,45,50,69
"4000",4000,0,0,1.13,-0.001,18.71,39,0.84,0.06,0,0.12,0.08,5e-04,1e-04,-0.001,0.09,1.95,27,46,72,45
"4001",4001,0,0,3.22,0.027,14.35,52,0.93,0.02,0.05,-0.11,-0.02,5e-04,0,-0.002,0.075,0.24,48,44,78,92
"4002",4002,0,0,2.61,0.052,2.73,38,0.88,-0.05,-0.09,0.38,-0.01,-7e-04,2e-04,-0.002,0.048,0.29,37,42,70,37
"4003",4003,0,0,1.64,0.033,5.15,85,0.84,-0.1,0.01,-0.45,-0.01,-2e-04,-0.001,0.003,0.097,0.74,26,46,55,56
"4004",4004,0,0,2.03,0.039,15.25,78,0.97,-0.06,-0.01,-0.44,-0.03,2e-04,-0.001,-0.001,0.057,0.97,40,34,81,61
"4005",4005,0,0,1.16,-0.005,10.5,50,0.99,-0.01,-0.03,-0.36,0.05,5e-04,-2e-04,0.004,0.091,2,31,42,70,72
"4006",4006,0,0,2.91,0.051,15.18,37,0.97,0,0.06,-0.16,0.05,3e-04,8e-04,-0.003,0.066,1.46,47,28,54,74
"4007",4007,0,0,3.75,0.066,5.6,79,0.89,-0.09,0.08,-0.26,-0.07,9e-04,8e-04,0.002,0.071,0.61,38,41,48,78
"4008",4008,0,0,2.88,0.017,1.69,43,0.97,-0.05,0.04,-0.26,0.08,4e-04,5e-04,0.004,0.075,0.55,27,29,55,36
"4009",4009,0,0,2.39,0.04,4.24,83,0.82,-0.08,-0.07,0.34,-0.02,2e-04,5e-04,0.002,0.072,0.46,48,49,54,79
"4010",4010,0,0,0.93,0.053,12.25,78,0.86,-0.03,0.02,-0.14,0.01,-7e-04,-7e-04,0.001,0.096,1.35,44,32,27,35
"4011",4011,0,0,1.05,0.013,8.36,48,0.86,0.05,0.03,-0.34,-0.02,7e-04,4e-04,0,0.06,1.72,41,40,61,29
"4012",4012,0,0,1.33,-0.001,8.5,53,0.92,0.07,-0.05,0.4,0.05,-2e-04,9e-04,0.001,0.041,1.99,27,40,55,56
"4013",4013,0,0,2.21,0.028,18.73,97,0.84,0.09,-0.06,0.15,-0.05,9e-04,4e-04,0.004,0.031,1.24,42,36,88,68
"4014",4014,0,0,3.01,0.063,12.6,47,0.84,-0.09,0.04,0.18,0.02,9e-04,5e-04,-0.003,0.068,0.95,34,37,57,32
"4015",4015,0,0,2.6,0.059,6.68,40,0.93,0,0,0.39,0.02,-2e-04,1e-04,0.005,0.082,0.74,41,43,92,51
"4016",4016,0,0,0.97,0.023,13.59,86,0.82,-0.09,-0.02,-0.12,0.03,4e-04,0,0.002,0.068,1.36,32,48,53,83
"4017",4017,0,0,2.8,0.057,16.65,87,0.9,0.05,0.07,0.45,0.06,-1e-04,-2e-04,-0.001,0.049,0.38,31,37,58,48
"4018",4018,0,0,1.96,0.004,12.99,91,0.98,-0.01,0.04,-0.04,0.06,4e-04,-5e-04,0.004,0.098,0.37,25,31,71,74
"4019",4019,0,0,2.88,0.012,2.18,78,0.99,0.06,0.1,-0.45,0.03,0.001,0,-0.001,0.097,1.08,31,50,95,92
"4020",4020,0,0,1.58,0.067,13.11,87,0.88,-0.01,-0.01,-0.13,0,2e-04,-6e-04,-0.005,0.094,1.51,39,46,60,60
"4021",4021,0,0,1.16,-0.001,18.85,64,0.97,-0.02,0,-0.11,0.09,8e-04,0,0.003,0.073,0.35,37,35,56,43
"4022",4022,0,0,3.59,0.033,15.67,82,0.95,-0.09,-0.05,0.29,0.07,1e-04,8e-04,-0.004,0.096,0.43,28,30,81,86
"4023",4023,0,0,2.66,0.045,1.11,45,0.88,0.01,-0.08,-0.34,0.08,6e-04,-1e-04,-0.001,0.065,0.86,49,40,94,50
"4024",4024,0,0,1.91,0.043,14.05,43,0.82,0.07,-0.07,-0.16,-0.05,0.001,8e-04,-0.003,0.059,1.83,39,44,35,76
"4025",4025,0,0,3.78,0.058,11.6,70,0.93,-0.02,-0.04,-0.01,-0.04,8e-04,9e-04,0.004,0.09,0.29,29,27,87,63
"4026",4026,0,0,3.06,0.039,12.67,85,0.99,0.05,-0.05,0.2,-0.07,-8e-04,6e-04,-0.003,0.061,0.37,40,44,43,67
"4027",4027,0,0,2.16,0.027,11.56,60,0.88,0,-0.02,0.2,-0.09,0,3e-04,0.003,0.048,0.05,37,41,63,83
"4028",4028,0,0,3.35,0.03,15.39,98,1,-0.05,-0.05,0.19,0.03,5e-04,3e-04,-0.001,0.061,1.64,28,37,85,88
"4029",4029,0,0,3.38,0.003,13.53,80,0.88,0.04,0.06,0.22,0,0.001,7e-04,-0.001,0.067,0.9,47,42,27,85
"4030",4030,0,0,3.55,0.054,5.82,57,0.9,0.09,-0.01,0.16,0.09,-4e-04,5e-04,0.004,0.077,0.8,36,41,77,68
"4031",4031,0,0,2.42,0.008,3.98,81,0.91,-0.03,-0.05,-0.45,-0.09,-1e-04,-4e-04,-0.001,0.066,1.22,32,42,65,44
"4032",4032,0,0,1.96,0.009,12.21,55,0.86,0.09,0.03,0.45,-0.06,-1e-04,1e-04,0.002,0.047,1.39,42,33,55,42
"4033",4033,0,0,3.63,0.013,13.58,38,0.93,0.02,-0.05,-0.09,0.09,-1e-04,9e-04,-0.002,0.099,1.5,40,29,56,71
"4034",4034,0,0,3.79,0.056,6.32,60,0.98,0.09,-0.04,0.22,-0.01,-1e-04,8e-04,0.005,0.093,0.16,32,49,69,90
"4035",4035,0,0,2.31,-0.005,18.31,38,0.95,-0.02,0,-0.38,-0.01,-5e-04,-2e-04,-0.002,0.069,1.17,44,27,25,41
"4036",4036,0,0,1.24,0.043,19.5,86,0.99,-0.02,-0.04,-0.11,0.09,2e-04,-4e-04,-0.003,0.073,1.76,47,44,90,40
"4037",4037,0,0,3.38,0.002,16.83,45,0.81,0.07,-0.02,-0.17,0.03,1e-04,2e-04,0.003,0.035,1.84,40,47,59,86
"4038",4038,0,0,2.18,0,12.82,52,0.98,-0.09,-0.01,0.21,-0.06,2e-04,2e-04,-0.003,0.042,1.2,41,33,94,77
"4039",4039,0,0,3.6,0.018,8.73,96,0.89,-0.06,0.08,-0.46,-0.04,3e-04,-1e-04,0,0.031,1.47,48,37,47,57
"4040",4040,0,0,3.69,0.029,3.76,68,0.86,0.09,-0.01,0.43,-0.04,-2e-04,-1e-04,0.001,0.054,1.77,46,44,54,33
"4041",4041,0,0,3.67,-0.002,17.45,52,0.98,-0.06,0.08,-0.01,0.02,3e-04,-5e-04,-0.003,0.092,1.51,34,42,84,50
"4042",4042,0,0,1.28,0.052,17.59,79,0.95,0.02,0.02,-0.06,-0.1,6e-04,7e-04,-0.004,0.05,0.07,26,42,61,28
"4043",4043,0,0,3.11,0.009,10.3,34,0.99,0.08,-0.03,0.26,0.04,4e-04,-6e-04,0,0.055,1.11,46,35,27,84
"4044",4044,0,0,3.67,0.007,9.98,43,0.84,-0.1,0.07,0.06,0.09,-2e-04,7e-04,-0.005,0.069,0.7,44,48,34,28
"4045",4045,0,0,1.04,0.05,1.46,92,0.9,0.07,0,0.37,0.02,7e-04,1e-04,0.001,0.056,1.58,28,48,57,59
"4046",4046,0,0,1.03,0.054,17.42,89,0.89,-0.08,-0.03,0.42,0.1,-5e-04,4e-04,-0.001,0.051,1.7,50,42,29,33
"4047",4047,0,0,2.51,0.049,15.14,55,0.94,-0.06,0.05,0.26,-0.09,-6e-04,3e-04,0.004,0.063,0.04,49,45,75,51
"4048",4048,0,0,1.81,0.045,9.17,39,0.83,0.03,-0.06,-0.25,0.09,-9e-04,-5e-04,0.001,0.039,1.73,41,28,32,81
"4049",4049,0,0,2.57,0.049,19.72,93,0.89,-0.03,-0.01,-0.33,-0.08,-9e-04,-3e-04,0,0.079,1.38,33,43,65,57
"4050",4050,0,0,1.41,0.034,0.59,35,0.99,0.02,0.07,0.32,0,3e-04,-2e-04,-0.004,0.06,1.2,49,33,59,84
"4051",4051,0,0,1.61,0.007,1.75,68,0.84,-0.06,-0.04,-0.35,-0.08,0,-7e-04,-0.004,0.064,1.34,40,32,31,70
"4052",4052,0,0,2.5,0.02,2.39,80,0.88,-0.09,0,-0.22,0,-6e-04,-4e-04,0.002,0.098,1.55,39,42,81,29
"4053",4053,0,0,2.08,0.016,11.51,63,0.84,-0.04,0.08,0.25,0.03,-4e-04,9e-04,-0.001,0.053,1.57,30,43,33,72
"4054",4054,0,0,1.18,0.024,0.73,51,0.9,0.04,0.08,0.02,-0.08,-0.001,0.001,-0.004,0.055,1.07,25,44,72,46
"4055",4055,0,0,2.67,0.037,1.87,58,0.91,0.01,-0.03,0.39,-0.04,-0.001,-0.001,0,0.085,1.6,31,28,93,29
"4056",4056,0,0,3.1,0.014,5.66,95,0.96,-0.02,-0.02,-0.13,-0.03,5e-04,2e-04,-0.002,0.06,0.9,47,50,94,61
"4057",4057,0,0,1.59,0.022,8.29,47,0.99,0.05,0.06,0.06,-0.01,9e-04,7e-04,0.004,0.074,1.63,29,36,74,32
"4058",4058,0,0,2.05,0.053,14.29,47,0.88,0.08,0.07,-0.43,0.09,-1e-04,6e-04,-0.004,0.04,0.1,30,30,81,80
"4059",4059,0,0,1.93,0.051,5.37,48,0.84,0.1,0,0,-0.08,-8e-04,-8e-04,0.001,0.071,0.87,48,30,66,42
"4060",4060,0,0,1.82,0.064,14.36,58,0.81,-0.08,-0.06,0.04,0.08,-2e-04,-0.001,-0.005,0.096,0.58,31,36,74,91
"4061",4061,0,0,3.75,0.012,2.15,38,0.86,-0.02,-0.04,0.37,-0.08,-8e-04,8e-04,-0.003,0.049,1.42,37,44,73,77
"4062",4062,0,0,2.81,-0.005,5.2,67,0.95,-0.05,0.08,-0.24,-0.04,1e-04,-6e-04,-0.002,0.043,0.19,30,46,89,84
"4063",4063,0,0,1.39,0.026,16.92,75,0.81,-0.08,0.01,0.04,0,-8e-04,2e-04,0.004,0.054,0.74,40,47,48,61
"4064",4064,0,0,2.12,0.022,12.29,35,0.85,-0.01,-0.04,-0.25,0.05,-5e-04,-5e-04,0.002,0.064,1.7,30,37,45,35
"4065",4065,0,0,1.61,0.015,15.3,98,0.84,0.03,-0.07,0.12,0.08,-8e-04,-5e-04,0.004,0.033,0.14,50,45,53,37
"4066",4066,0,0,2.42,0.048,14.92,51,0.85,-0.06,0.07,0.05,0.07,5e-04,-2e-04,-0.004,0.076,0.09,25,30,90,76
"4067",4067,0,0,0.91,0.046,2.12,39,0.8,-0.01,0.09,0.17,-0.08,9e-04,-8e-04,0.003,0.095,0.12,36,37,92,80
"4068",4068,0,0,1.5,0.065,14.34,53,0.96,-0.02,-0.04,-0.39,-0.02,1e-04,1e-04,0.005,0.077,1.05,33,30,92,42
"4069",4069,0,0,3.52,0.034,11.84,95,0.85,-0.03,-0.02,-0.21,0.06,3e-04,-4e-04,-0.002,0.033,1.41,46,37,49,36
"4070",4070,0,0,2.76,0.033,18.93,34,0.97,0.04,-0.04,-0.05,0.07,6e-04,2e-04,0.003,0.083,1.01,33,32,76,71
"4071",4071,0,0,3.58,0.041,15.62,92,0.85,0.04,-0.1,-0.19,-0.09,5e-04,9e-04,-0.003,0.07,0.56,37,40,75,41
"4072",4072,0,0,3.44,0.042,19.45,59,0.96,-0.05,0.07,0.21,0.02,-9e-04,-0.001,-0.002,0.083,0.68,48,31,56,37
"4073",4073,0,0,1.73,0.035,10.52,74,0.83,0,-0.08,-0.11,-0.04,9e-04,0,0.004,0.072,0.74,36,42,57,73
"4074",4074,0,0,2.48,-0.004,5.09,92,0.87,0.02,-0.04,0.11,-0.02,-0.001,1e-04,0.002,0.055,1.13,42,42,34,81
"4075",4075,0,0,1.44,0.05,13.4,89,0.87,0.05,-0.07,0.44,-0.06,7e-04,2e-04,0.003,0.064,0.21,44,36,78,64
"4076",4076,0,0,2.96,-0.005,17.25,83,0.95,0.01,0.06,-0.14,-0.06,0.001,-9e-04,-0.003,0.061,0.72,34,40,69,53
"4077",4077,0,0,1.07,0.005,0.08,64,0.8,0,-0.02,-0.49,0.08,0.001,-5e-04,-0.005,0.094,1.77,43,39,51,46
"4078",4078,0,0,3.74,0.003,1.07,49,0.91,0.04,-0.08,-0.12,-0.05,8e-04,9e-04,-0.002,0.05,1.66,50,31,67,83
"4079",4079,0,0,1.64,0.039,0.31,62,0.88,-0.08,0.07,0.12,0.08,7e-04,-0.001,0,0.045,0.18,32,39,86,80
"4080",4080,0,0,2.39,0.05,11.71,57,0.82,-0.09,-0.05,0.12,-0.05,7e-04,8e-04,-0.005,0.093,1.65,46,29,86,77
"4081",4081,0,0,1.09,0.056,14.72,86,0.82,0.07,-0.06,-0.46,0.1,0.001,8e-04,-0.002,0.091,1.11,35,27,31,86
"4082",4082,0,0,2.82,0.04,15.62,77,0.86,0.06,0.04,-0.04,0.01,6e-04,-7e-04,-0.001,0.099,1.12,28,33,31,33
"4083",4083,0,0,3.62,0.067,17.21,59,0.99,0.07,-0.07,-0.19,0,8e-04,2e-04,-0.004,0.032,1.98,26,38,32,29
"4084",4084,0,0,3.76,0.003,17.64,51,0.91,0.1,0.05,0.15,-0.06,-2e-04,8e-04,-0.004,0.055,1.25,31,26,76,39
